Fecha,Tipo,Categoría,Descripción,Valor
13/08/2026,INCOME,Internet,Internet - 13/08/2026,3000.00,-5526100.00
13/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 13/08/2026,40000.00,-5566100.00
13/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 13/08/2026,4000.00,-5566100.00
13/08/2026,INCOME,Fotocopias,Fotocopias - 13/08/2026,1800.00,-5564300.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,1100.00,-5563200.00
13/08/2026,INCOME,Papelería,Papeleria - 13/08/2026,3000.00,-5560200.00
13/08/2026,INCOME,Internet,Internet - 13/08/2026,11000.00,-5549200.00
13/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 13/08/2026,10000.00,-5549200.00
13/08/2026,INCOME,Fotocopias,Fotocopias - 13/08/2026,1000.00,-5548200.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,3600.00,-5544600.00
13/08/2026,INCOME,Papelería,Papeleria - 13/08/2026,1500.00,-5543100.00
13/08/2026,INCOME,Internet,Internet - 13/08/2026,500.00,-5542600.00
13/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 13/08/2026,20000.00,-5542600.00
13/08/2026,INCOME,Fotocopias,Fotocopias - 13/08/2026,1400.00,-5541200.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,4800.00,-5536400.00
13/08/2026,INCOME,Fotocopias,Fotocopias - 13/08/2026,1000.00,-5535400.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,1200.00,-5534200.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,1200.00,-5533000.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,3000.00,-5530000.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,6000.00,-5524000.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,63000.00,-5461000.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,6300.00,-5454700.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,2800.00,-5451900.00
14/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 14/08/2026,5500.00,-5451900.00
14/08/2026,INCOME,Fotocopias,Fotocopias - 14/08/2026,50000.00,-5401900.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,2400.00,-5399500.00
14/08/2026,INCOME,Papelería,Papeleria - 14/08/2026,1600.00,-5397900.00
14/08/2026,INCOME,Accesorios,Accesorios - 14/08/2026,76000.00,-5321900.00
14/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 14/08/2026,120000.00,-5441900.00
14/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 14/08/2026,6000.00,-5441900.00
14/08/2026,INCOME,Fotocopias,Fotocopias - 14/08/2026,1500.00,-5440400.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,3000.00,-5437400.00
14/08/2026,INCOME,Papelería,Papeleria - 14/08/2026,1200.00,-5436200.00
14/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 14/08/2026,5500.00,-5436200.00
14/08/2026,INCOME,Fotocopias,Fotocopias - 14/08/2026,1600.00,-5434600.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,1600.00,-5433000.00
14/08/2026,INCOME,Papelería,Papeleria - 14/08/2026,1500.00,-5431500.00
14/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 14/08/2026,9000.00,-5431500.00
14/08/2026,INCOME,Fotocopias,Fotocopias - 14/08/2026,1900.00,-5429600.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,1200.00,-5428400.00
14/08/2026,INCOME,Papelería,Papeleria - 14/08/2026,3000.00,-5425400.00
14/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 14/08/2026,2000.00,-5425400.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,1800.00,-5423600.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,1200.00,-5422400.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,3000.00,-5419400.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,2400.00,-5417000.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,7200.00,-5409800.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,6000.00,-5403800.00
14/08/2026,INCOME,Impresiones,Impresiones - 14/08/2026,6600.00,-5397200.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,10000.00,-5397200.00
15/08/2026,INCOME,Fotocopias,Fotocopias - 15/08/2026,4000.00,-5393200.00
15/08/2026,INCOME,Impresiones,Impresiones - 15/08/2026,12000.00,-5381200.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,8000.00,-5373200.00
15/08/2026,INCOME,Internet,Internet - 15/08/2026,1000.00,-5372200.00
15/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 15/08/2026,100000.00,-5472200.00
15/08/2026,EXPENSE,Salidas,8000,8000.00,-5480200.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,5000.00,-5480200.00
15/08/2026,INCOME,Fotocopias,Fotocopias - 15/08/2026,4000.00,-5476200.00
15/08/2026,INCOME,Impresiones,Impresiones - 15/08/2026,5000.00,-5471200.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,2500.00,-5468700.00
15/08/2026,INCOME,Internet,Internet - 15/08/2026,1600.00,-5467100.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,5500.00,-5467100.00
15/08/2026,INCOME,Fotocopias,Fotocopias - 15/08/2026,1000.00,-5466100.00
15/08/2026,INCOME,Impresiones,Impresiones - 15/08/2026,5000.00,-5461100.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,1600.00,-5459500.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,35000.00,-5459500.00
15/08/2026,INCOME,Impresiones,Impresiones - 15/08/2026,1200.00,-5458300.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,1300.00,-5457000.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,30000.00,-5457000.00
15/08/2026,INCOME,Impresiones,Impresiones - 15/08/2026,3000.00,-5454000.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,4000.00,-5450000.00
15/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 15/08/2026,6000.00,-5450000.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,4000.00,-5446000.00
15/08/2026,INCOME,Papelería,Papeleria - 15/08/2026,4000.00,-5442000.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,20000.00,-5442000.00
17/08/2026,INCOME,Impresiones,Impresiones - 17/08/2026,9000.00,-5433000.00
17/08/2026,INCOME,Papelería,Papeleria - 17/08/2026,9500.00,-5423500.00
17/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 17/08/2026,1000000.00,-6423500.00
17/08/2026,EXPENSE,Pendientes,Pendientes - 17/08/2026,20000.00,-6443500.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,20000.00,-6443500.00
17/08/2026,INCOME,Impresiones,Impresiones - 17/08/2026,9600.00,-6433900.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,9000.00,-6433900.00
17/08/2026,INCOME,Impresiones,Impresiones - 17/08/2026,600.00,-6433300.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,20000.00,-6433300.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,25000.00,-6433300.00
17/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 17/08/2026,20000.00,-6433300.00
18/08/2026,INCOME,Ahorro mensual,Ahorro mensual - 18/08/2026,200000.00,-6233300.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,10000.00,-6233300.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,1200.00,-6232100.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,1000.00,-6231100.00
18/08/2026,INCOME,Escaneo,Scaner - 18/08/2026,3000.00,-6228100.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,1000.00,-6227100.00
18/08/2026,INCOME,Internet,Internet - 18/08/2026,1500.00,-6225600.00
18/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 18/08/2026,300000.00,-6525600.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,5500.00,-6525600.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,1400.00,-6524200.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,1400.00,-6522800.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,2000.00,-6520800.00
18/08/2026,INCOME,Internet,Internet - 18/08/2026,1500.00,-6519300.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,9000.00,-6519300.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,1500.00,-6517800.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,1600.00,-6516200.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,3000.00,-6513200.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,9000.00,-6513200.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,1000.00,-6512200.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,2000.00,-6510200.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,3000.00,-6507200.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,2000.00,-6507200.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,2400.00,-6504800.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,4000.00,-6500800.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,5000.00,-6495800.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,20000.00,-6495800.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,44000.00,-6451800.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,2800.00,-6449000.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,1300.00,-6447700.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,20000.00,-6447700.00
18/08/2026,INCOME,Fotocopias,Fotocopias - 18/08/2026,5500.00,-6442200.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,5000.00,-6437200.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,3500.00,-6433700.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,20000.00,-6433700.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,20000.00,-6413700.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,1200.00,-6412500.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,10000.00,-6412500.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,5000.00,-6407500.00
18/08/2026,INCOME,Papelería,Papeleria - 18/08/2026,3000.00,-6404500.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,23000.00,-6404500.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,2400.00,-6402100.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,30000.00,-6402100.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,4800.00,-6397300.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,15000.00,-6397300.00
18/08/2026,INCOME,Impresiones,Impresiones - 18/08/2026,1000.00,-6396300.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,35000.00,-6396300.00
18/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 18/08/2026,9000.00,-6396300.00
19/08/2026,INCOME,Ahorro mensual,Ahorro mensual - 19/08/2026,50000.00,-6346300.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,20000.00,-6346300.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,1300.00,-6345000.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,1500.00,-6343500.00
19/08/2026,INCOME,Papelería,Papeleria - 19/08/2026,2400.00,-6341100.00
19/08/2026,INCOME,Internet,Internet - 19/08/2026,2500.00,-6338600.00
19/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 19/08/2026,100000.00,-6438600.00
19/08/2026,EXPENSE,Pendientes,Pendientes - 19/08/2026,20000.00,-6458600.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,20000.00,-6458600.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,3200.00,-6455400.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,2600.00,-6452800.00
19/08/2026,INCOME,Papelería,Papeleria - 19/08/2026,13200.00,-6439600.00
19/08/2026,INCOME,Internet,Internet - 19/08/2026,1500.00,-6438100.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,4000.00,-6438100.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,3000.00,-6435100.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,3000.00,-6432100.00
19/08/2026,INCOME,Papelería,Papeleria - 19/08/2026,1400.00,-6430700.00
19/08/2026,INCOME,Internet,Internet - 19/08/2026,1500.00,-6429200.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,2000.00,-6429200.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,1600.00,-6427600.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,4200.00,-6423400.00
19/08/2026,INCOME,Papelería,Papeleria - 19/08/2026,1800.00,-6421600.00
19/08/2026,INCOME,Internet,Internet - 19/08/2026,1000.00,-6420600.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,20000.00,-6420600.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,1100.00,-6419500.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,3200.00,-6416300.00
19/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 19/08/2026,5000.00,-6416300.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,3500.00,-6412800.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,3600.00,-6409200.00
19/08/2026,INCOME,Fotocopias,Fotocopias - 19/08/2026,1700.00,-6407500.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,2400.00,-6405100.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,4200.00,-6400900.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,3600.00,-6397300.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,3000.00,-6394300.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,1800.00,-6392500.00
19/08/2026,INCOME,Impresiones,Impresiones - 19/08/2026,1200.00,-6391300.00
20/08/2026,INCOME,BeMovilRemote,PAYMENT,25000.00,-6391300.00
20/08/2026,INCOME,BeMovileIncome,PAYMENT,25000.00,-6366300.00
